/A X,/A Y
0.06800000000000005,1.099999785964853
0.06900000000000005,1.099999785355812
0.07000000000000005,1.099999784744538
0.07100000000000005,1.099999784131022
0.07200000000000005,1.099999783515257
0.07300000000000005,1.099999782897235
0.07400000000000005,1.09999978227695
0.07500000000000005,1.099999781654394
0.07600000000000005,1.099999781029558
0.07700000000000005,1.099999780402437
0.07800000000000006,1.099999779773021
0.07900000000000006,1.099999779141304
0.08000000000000006,1.099999778507278
0.08100000000000006,1.099999777870935
0.08200000000000006,1.099999777232268
0.08300000000000006,1.099999776591269
0.08400000000000006,1.09999977594793
0.08500000000000006,1.099999775302243
0.08600000000000006,1.099999774654201
0.08700000000000006,1.099999774003796
0.08800000000000006,1.099999773351021
0.08900000000000007,1.099999772695866
0.09000000000000007,1.099999772038325
0.09100000000000007,1.09999977137839
0.09200000000000007,1.099999770716052
0.09300000000000007,1.099999770051305
0.09400000000000007,1.099999769384139
0.09500000000000007,1.099999768714547
0.09600000000000007,1.099999768042521
0.09700000000000007,1.099999767368053
0.09800000000000007,1.099999766691135
0.09900000000000007,1.099999766011758
0.1000000000000001,1.099999765329915
0.1010000000000001,1.099999764645598
0.1020000000000001,1.099999763958798
0.1030000000000001,1.099999763269508
0.1040000000000001,1.099999762577718
0.1050000000000001,1.099999761883422
0.1060000000000001,1.09999976118661
0.1070000000000001,1.099999760487274
0.1080000000000001,1.099999759785407
0.1090000000000001,1.099999759080999
0.1100000000000001,1.099999758374043
0.1110000000000001,1.09999975766453
0.1120000000000001,1.099999756952451
0.1130000000000001,1.099999756237799
0.1140000000000001,1.099999755520564
0.1150000000000001,1.099999754800739
0.1160000000000001,1.099999754078315
0.1170000000000001,1.099999753353283
0.1180000000000001,1.099999752625634
0.1190000000000001,1.099999751895361
0.1200000000000001,1.099999751162455
0.1210000000000001,1.099999750426906
0.1220000000000001,1.099999749688707
0.1230000000000001,1.099999748947849
0.1240000000000001,1.099999748204322
0.1250000000000001,1.099999747458119
0.1260000000000001,1.09999974670923
0.1270000000000001,1.099999745957646
0.1280000000000001,1.09999974520336
0.1290000000000001,1.099999744446361
0.1300000000000001,1.099999743686642
0.1310000000000001,1.099999742924193
0.1320000000000001,1.099999742159005
0.1330000000000001,1.09999974139107
0.1340000000000001,1.099999740620378
0.1350000000000001,1.099999739846921
0.1360000000000001,1.099999739070689
0.1370000000000001,1.099999738291673
0.1380000000000001,1.099999737509864
0.1390000000000001,1.099999736725254
0.1400000000000001,1.099999735937833
0.1410000000000001,1.099999735147591
0.1420000000000001,1.09999973435452
0.1430000000000001,1.099999733558611
0.1440000000000001,1.099999732759854
0.1450000000000001,1.099999731958239
0.1460000000000001,1.099999731153758
0.1470000000000001,1.099999730346402
0.1480000000000001,1.09999972953616
0.1490000000000001,1.099999728723024
0.1500000000000001,1.099999727906984
0.1510000000000001,1.099999727088031
0.1520000000000001,1.099999726266155
0.1530000000000001,1.099999725441346
0.1540000000000001,1.099999724613596
0.1550000000000001,1.099999723782894
0.1560000000000001,1.099999722949231
0.1570000000000001,1.099999722112597
0.1580000000000001,1.099999721272984
0.1590000000000001,1.09999972043038
0.1600000000000001,1.099999719584776
0.1610000000000001,1.099999718736163
0.1620000000000001,1.099999717884531
0.1630000000000001,1.09999971702987
0.1640000000000001,1.09999971617217
0.1650000000000001,1.099999715311422
0.1660000000000001,1.099999714447615
0.1670000000000001,1.099999713580739
0.1680000000000001,1.099999712710785
0.1690000000000001,1.099999711837742
0.1700000000000001,1.099999710961602
0.1710000000000001,1.099999710082353
0.1720000000000001,1.099999709199985
0.1730000000000001,1.099999708314489
0.1740000000000001,1.099999707425854
0.1750000000000001,1.09999970653407
0.1760000000000001,1.099999705639127
0.1770000000000001,1.099999704741015
0.1780000000000001,1.099999703839723
0.1790000000000001,1.099999702935242
0.1800000000000001,1.09999970202756
0.1810000000000001,1.099999701116668
0.1820000000000001,1.099999700202555
0.1830000000000001,1.099999699285211
0.1840000000000001,1.099999698364625
0.1850000000000001,1.099999697440787
0.1860000000000001,1.099999696513686
0.1870000000000001,1.099999695583312
0.1880000000000001,1.099999694649655
0.1890000000000001,1.099999693712703
0.1900000000000001,1.099999692772446
0.1910000000000001,1.099999691828874
0.1920000000000001,1.099999690881975
0.1930000000000001,1.099999689931739
0.1940000000000001,1.099999688978156
0.1950000000000001,1.099999688021214
0.1960000000000001,1.099999687060903
0.1970000000000001,1.099999686097211
0.1980000000000001,1.099999685130128
0.1990000000000001,1.099999684159643
0.2000000000000001,1.099999683185745
0.2010000000000002,1.099999682208424
0.2020000000000002,1.099999681227667
0.2030000000000002,1.099999680243464
0.2040000000000002,1.099999679255804
0.2050000000000002,1.099999678264676
0.2060000000000002,1.099999677270069
0.2070000000000002,1.099999676271971
0.2080000000000002,1.099999675270371
0.2090000000000002,1.099999674265258
0.2100000000000002,1.099999673256621
0.2110000000000002,1.099999672244449
0.2120000000000002,1.099999671228729
0.2130000000000002,1.099999670209451
0.2140000000000002,1.099999669186603
0.2150000000000002,1.099999668160174
0.2160000000000002,1.099999667130152
0.2170000000000002,1.099999666096526
0.2180000000000002,1.099999665059285
0.2190000000000002,1.099999664018416
0.2200000000000002,1.099999662973907
0.2210000000000002,1.099999661925749
0.2220000000000002,1.099999660873928
0.2230000000000002,1.099999659818433
0.2240000000000002,1.099999658759251
0.2250000000000002,1.099999657696373
0.2260000000000002,1.099999656629785
0.2270000000000002,1.099999655559475
0.2280000000000002,1.099999654485432
0.2290000000000002,1.099999653407644
0.2300000000000002,1.099999652326099
0.2310000000000002,1.099999651240785
0.2320000000000002,1.09999965015169
0.2330000000000002,1.099999649058801
0.2340000000000002,1.099999647962106
0.2350000000000002,1.099999646861594
0.2360000000000002,1.099999645757253
0.2370000000000002,1.099999644649069
0.2380000000000002,1.099999643537031
0.2390000000000002,1.099999642421126
0.2400000000000002,1.099999641301343
0.2410000000000002,1.099999640177668
0.2420000000000002,1.099999639050089
0.2430000000000002,1.099999637918595
0.2440000000000002,1.099999636783171
0.2450000000000002,1.099999635643806
0.2460000000000002,1.099999634500488
0.2470000000000002,1.099999633353203
0.2480000000000002,1.09999963220194
0.2490000000000002,1.099999631046684
0.2500000000000002,1.099999629887425
0.2510000000000002,1.099999628724148
0.2520000000000002,1.099999627556841
0.2530000000000002,1.099999626385492
0.2540000000000002,1.099999625210087
0.2550000000000002,1.099999624030613
0.2560000000000002,1.099999622847058
0.2570000000000002,1.099999621659409
0.2580000000000002,1.099999620467652
0.2590000000000002,1.099999619271774
0.2600000000000002,1.099999618071763
0.2610000000000002,1.099999616867606
0.2620000000000002,1.099999615659288
0.2630000000000002,1.099999614446797
0.2640000000000002,1.09999961323012
0.2650000000000002,1.099999612009243
0.2660000000000002,1.099999610784154
0.2670000000000002,1.099999609554837
0.2680000000000002,1.099999608321282
0.2690000000000002,1.099999607083472
0.2700000000000002,1.099999605841396
0.2710000000000002,1.09999960459504
0.2720000000000002,1.09999960334439
